0.0000,9.1780,43.5948,0.0000,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7255,13.7255,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,31.4961,31.4961,1000.0000,0.0000,110.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,12.1191,3.8875,0.0000,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7255,13.7255,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,70.8661,70.8661,1000.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,11.9162,10.6947,0.0000,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7255,13.7255,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,110.2362,110.2362,1000.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,11.1049,10.6947,0.0000,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.8039,9.8039,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,149.6063,149.6063,1000.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,11.0035,16.2540,0.0000,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.8039,9.8039,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,188.9764,188.9764,1000.0000,0.0000,20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,11.0035,16.2540,0.0000,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.8039,9.8039,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,228.3465,228.3465,1000.0000,0.0000,20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,10.7500,15.5181,0.0000,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.9608,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,1000.0000,0.0000,267.7165,1000.0000,0.0000,1000.0000,40.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,8.0625,32.6921,0.0000,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.8431,7.8431,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,39.3701,307.0866,1000.0000,0.0000,90.0000,40.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,10.6485,1.2079,0.0000,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7255,13.7255,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,27.5591,346.4567,1000.0000,0.0000,120.0000,40.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,10.7500,6.2872,0.0000,0.0000,0.0000,33.3333,0.0000,1000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7255,13.7255,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,27.5591,385.8268,1000.0000,0.0000,120.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,10.6485,4.9914,0.0000,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,33.3333,33.3333,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,66.9291,425.1969,1000.0000,0.0000,60.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,8.9752,15.8781,0.0000,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,106.2992,464.5669,1000.0000,0.0000,40.0000,40.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,11.2570,6.1833,0.0000,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.6078,19.6078,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,145.6693,503.9370,1000.0000,0.0000,30.0000,40.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,12.9811,9.3509,0.0000,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8824,5.8824,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,11.8110,543.3071,1000.0000,0.0000,250.0000,40.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,12.2205,2.0718,0.0000,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,51.1811,582.6772,1000.0000,0.0000,70.0000,40.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,13.1839,14.6942,0.0000,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.6078,19.6078,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,90.5512,622.0472,1000.0000,0.0000,40.0000,40.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,12.2205,2.0877,0.0000,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.9608,1.9608,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,129.9213,661.4173,1000.0000,0.0000,30.0000,40.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,13.0318,6.5432,0.0000,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.5686,21.5686,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,169.2913,700.7874,1000.0000,0.0000,20.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000
